,dir_name,image_name,soft_max
179,/data3/TEST/A,A_0prmv3cy.png,[1.0000000e+00 6.1179234e-10]
180,/data3/TEST/A,A_0psc8vxc.png,[0.9897669  0.01023309]
181,/data3/TEST/A,A_0pu2xpfr.png,[0.9848563  0.01514367]
182,/data3/TEST/A,A_0q0hw08z.png,[2.0099595e-05 9.9997985e-01]
183,/data3/TEST/A,A_0q28qfki.png,[9.9999881e-01 1.2460124e-06]
184,/data3/TEST/A,A_0q5le9li.png,[0.08622037 0.91377956]
185,/data3/TEST/A,A_0q5oiat8.png,[0.2055926  0.79440737]
186,/data3/TEST/A,A_0q8z5u0i.png,[0.5051385 0.4948615]
187,/data3/TEST/A,A_0qaovoow.png,[4.302315e-04 9.995697e-01]
188,/data3/TEST/A,A_0qdi831o.png,[5.6525355e-06 9.9999440e-01]
189,/data3/TEST/A,A_0qkontrz.png,[0.9820223  0.01797776]
190,/data3/TEST/A,A_0qm5dv9c.png,[9.9999273e-01 7.2514563e-06]
191,/data3/TEST/A,A_0qs28rwm.png,[3.9275452e-05 9.9996078e-01]
192,/data3/TEST/A,A_0qsbxsj0.png,[9.9999988e-01 1.1699038e-07]
193,/data3/TEST/A,A_0qvgsl1f.png,[1.000000e+00 7.652853e-14]
194,/data3/TEST/A,A_0r053d20.png,[0.00476411 0.99523586]
195,/data3/TEST/A,A_0r34xr1q.png,[1.5337379e-06 9.9999845e-01]
196,/data3/TEST/A,A_0rezgbqf.png,[0.9982864  0.00171352]
197,/data3/TEST/A,A_0rpqhutl.png,[0.9946096  0.00539045]
198,/data3/TEST/A,A_0rquvqci.png,[9.9999726e-01 2.7506414e-06]
199,/data3/TEST/A,A_0rznljun.png,[2.3958899e-05 9.9997604e-01]
200,/data3/TEST/A,A_0samijlo.png,[1.2381738e-09 1.0000000e+00]
201,/data3/TEST/A,A_0sgszidc.png,[9.999999e-01 6.152109e-08]
202,/data3/TEST/A,A_0sif4po3.png,[3.3693059e-06 9.9999666e-01]
203,/data3/TEST/A,A_0soehth5.png,[0.99459547 0.00540455]
204,/data3/TEST/A,A_0sqki31f.png,[1.0000000e+00 2.2831053e-08]
205,/data3/TEST/A,A_0stc84kc.png,[0.00239162 0.9976084 ]
206,/data3/TEST/A,A_0svhzu3o.png,[6.0289207e-05 9.9993968e-01]
207,/data3/TEST/A,A_0t2ydmte.png,[9.9995303e-01 4.6992074e-05]
208,/data3/TEST/A,A_0t9q8g9l.png,[0.08356093 0.9164391 ]
209,/data3/TEST/A,A_0tg29n19.png,[0.0166855 0.9833145]
210,/data3/TEST/A,A_0tpng11s.png,[1.0000000e+00 4.1985125e-08]
211,/data3/TEST/A,A_0u08wibq.png,[9.9997795e-01 2.2050555e-05]
212,/data3/TEST/A,A_0u47w3rr.png,[0.9974662  0.00253385]
213,/data3/TEST/A,A_0u9sqxav.png,[0.98851085 0.01148916]
214,/data3/TEST/A,A_0ubf6vv6.png,[0.9577001  0.04229994]
215,/data3/TEST/A,A_0ue0v6ik.png,[1.0000000e+00 2.4393427e-09]
216,/data3/TEST/A,A_0ufqaulx.png,[8.388365e-05 9.999161e-01]
217,/data3/TEST/A,A_0ui14ewt.png,[0.00559038 0.9944096 ]
218,/data3/TEST/A,A_0ujyn8zk.png,[0.64409673 0.3559033 ]
219,/data3/TEST/A,A_0ukrdwsv.png,[0.99878544 0.00121459]
220,/data3/TEST/A,A_0umh2v5o.png,[9.9999917e-01 8.2639338e-07]
221,/data3/TEST/A,A_0ura1haz.png,[9.998851e-01 1.149610e-04]
222,/data3/TEST/A,A_0v6mdavx.png,[9.993206e-01 6.794475e-04]
223,/data3/TEST/A,A_0v6x1pr7.png,[9.999553e-01 4.466667e-05]
224,/data3/TEST/A,A_0v8au5kt.png,[0.00839817 0.99160177]
225,/data3/TEST/A,A_0v8cl6u9.png,[0.97978526 0.02021475]
226,/data3/TEST/A,A_0vdldomb.png,[4.0077549e-07 9.9999964e-01]
227,/data3/TEST/A,A_0vuujub5.png,[0.9851247  0.01487527]
228,/data3/TEST/A,A_0wqapi2d.png,[3.2688872e-06 9.9999678e-01]
229,/data3/TEST/A,A_0x3a8yf5.png,[1.000000e+00 2.959577e-12]
230,/data3/TEST/A,A_0x3o55qp.png,[9.9976438e-01 2.3568058e-04]
231,/data3/TEST/A,A_0xe1yoyo.png,[1.6962771e-09 1.0000000e+00]
232,/data3/TEST/A,A_0xmyu4ue.png,[9.9903882e-01 9.6116704e-04]
233,/data3/TEST/A,A_0xrfqpiv.png,[0.28023985 0.7197601 ]
234,/data3/TEST/A,A_0xua13dl.png,[0.07447682 0.92552316]
235,/data3/TEST/A,A_0xzrs46e.png,[6.3036687e-10 1.0000000e+00]
236,/data3/TEST/A,A_0y3y1j73.png,[0.867638   0.13236198]
237,/data3/TEST/A,A_0y6esu9j.png,[3.2609098e-06 9.9999678e-01]
238,/data3/TEST/A,A_0ycv62t3.png,[1.0000000e+00 1.8757186e-08]
239,/data3/TEST/A,A_0yfswr46.png,[0.9984267  0.00157336]
240,/data3/TEST/A,A_0yh1qfgw.png,[2.2054639e-06 9.9999774e-01]
241,/data3/TEST/A,A_0ymckoj9.png,[9.999999e-01 6.129714e-08]
242,/data3/TEST/A,A_0ypytw7o.png,[9.9998534e-01 1.4651785e-05]
243,/data3/TEST/A,A_0yqsas2s.png,[9.992632e-01 7.367514e-04]
244,/data3/TEST/A,A_0yr0ruzh.png,[8.320451e-09 1.000000e+00]
245,/data3/TEST/A,A_0ys8jfze.png,[0.3752543 0.6247457]
246,/data3/TEST/A,A_0yu8m458.png,[0.00099954 0.9990005 ]
247,/data3/TEST/A,A_0yx5st36.png,[0.5630378  0.43696216]
248,/data3/TEST/A,A_0yxtawq6.png,[9.999198e-01 8.026141e-05]
249,/data3/TEST/A,A_0z1f4pap.png,[2.8479963e-07 9.9999976e-01]
250,/data3/TEST/A,A_0z29hw8j.png,[0.99472743 0.00527253]
251,/data3/TEST/A,A_0z5562cy.png,[0.03848089 0.9615191 ]
252,/data3/TEST/A,A_0z82dj2d.png,[0.9676202  0.03237984]
253,/data3/TEST/A,A_0za98vxn.png,[1.00000e+00 5.30515e-08]
254,/data3/TEST/A,A_0zgxbezd.png,[0.84933984 0.1506601 ]
255,/data3/TEST/A,A_0zjeuu73.png,[1.000000e+00 3.169631e-09]
256,/data3/TEST/A,A_0zmfj002.png,[1.000000e+00 5.445199e-08]
257,/data3/TEST/A,A_0znfqqb9.png,[1.3872219e-07 9.9999988e-01]
258,/data3/TEST/A,A_0zoo6yi4.png,[0.99886924 0.00113072]
259,/data3/TEST/A,A_0zto3q7v.png,[4.277491e-06 9.999957e-01]
260,/data3/TEST/A,A_0zu74yst.png,[7.461164e-04 9.992538e-01]
261,/data3/TEST/A,A_101qw98v.png,[0.9893768  0.01062328]
262,/data3/TEST/A,A_102fd1un.png,[4.6850045e-04 9.9953151e-01]
263,/data3/TEST/A,A_1086gph8.png,[0.98364455 0.01635543]
264,/data3/TEST/A,A_109p4273.png,[7.512467e-07 9.999993e-01]
265,/data3/TEST/A,A_10g7n0f0.png,[1.0000000e+00 7.5836304e-10]
266,/data3/TEST/A,A_10lekarr.png,[4.0361043e-05 9.9995959e-01]
267,/data3/TEST/A,A_10wnp8jf.png,[9.9999964e-01 3.5033554e-07]
268,/data3/TEST/A,A_11nknqpb.png,[1.0000000e+00 3.8268453e-08]
269,/data3/TEST/A,A_11qlj2ll.png,[1.0000000e+00 2.1848136e-11]
270,/data3/TEST/A,A_11qtifxg.png,[1.6770232e-07 9.9999988e-01]
271,/data3/TEST/A,A_11r37vc7.png,[0.7947876  0.20521244]
272,/data3/TEST/A,A_11svmasu.png,[0.9363728  0.06362715]
273,/data3/TEST/A,A_11t1fmtj.png,[6.803536e-04 9.993197e-01]
274,/data3/TEST/A,A_12109b5j.png,[7.7155306e-07 9.9999928e-01]
275,/data3/TEST/A,A_126i6mdt.png,[9.9989820e-01 1.0184424e-04]
276,/data3/TEST/A,A_12c8rqx9.png,[6.2141036e-05 9.9993789e-01]
277,/data3/TEST/A,A_12dvsrb1.png,[0.0726502 0.9273498]
278,/data3/TEST/A,A_12dzieac.png,[0.99471587 0.00528409]
279,/data3/TEST/A,A_12gwbmfl.png,[1.0000000e+00 9.1962775e-09]
280,/data3/TEST/A,A_12ivgx3h.png,[1.0000000e+00 5.3410254e-10]
281,/data3/TEST/A,A_12mxxvdw.png,[9.999938e-01 6.203322e-06]
282,/data3/TEST/A,A_12t4yrdp.png,[0.9973412  0.00265885]
283,/data3/TEST/A,A_12t6lsyk.png,[0.12167771 0.8783223 ]
284,/data3/TEST/A,A_12u4yu8o.png,[0.9987502  0.00124974]
285,/data3/TEST/A,A_12vtc99d.png,[9.9952972e-01 4.7028414e-04]
286,/data3/TEST/A,A_133qkfps.png,[9.999993e-01 7.491883e-07]
287,/data3/TEST/A,A_135hmubk.png,[0.83325857 0.16674146]
288,/data3/TEST/A,A_137wvea1.png,[9.9981159e-01 1.8846705e-04]
289,/data3/TEST/A,A_13bhoi9a.png,[0.12414294 0.8758571 ]
290,/data3/TEST/A,A_13iae0i1.png,[9.9965894e-01 3.4100653e-04]
291,/data3/TEST/A,A_13j5qxt9.png,[8.067543e-06 9.999919e-01]
292,/data3/TEST/A,A_13ju29sh.png,[0.9985203  0.00147969]
293,/data3/TEST/A,A_13l1rhb2.png,[1.0000000e+00 1.6331157e-08]
294,/data3/TEST/A,A_13l51fad.png,[9.9999356e-01 6.4131027e-06]
295,/data3/TEST/A,A_13n4tiei.png,[0.9487111  0.05128891]
296,/data3/TEST/A,A_13zpjchf.png,[1.000000e+00 8.348334e-09]
297,/data3/TEST/A,A_1419gpna.png,[9.9985647e-01 1.4354003e-04]
298,/data3/TEST/A,A_1457sx4b.png,[0.00163623 0.9983638 ]
299,/data3/TEST/A,A_14jcn20o.png,[3.6166253e-07 9.9999964e-01]
300,/data3/TEST/A,A_14lr5coh.png,[1.609531e-07 9.999999e-01]
301,/data3/TEST/A,A_14s3ocg1.png,[1.3440887e-04 9.9986553e-01]
302,/data3/TEST/A,A_14v58vcb.png,[9.9992573e-01 7.4219628e-05]
303,/data3/TEST/A,A_1505esd3.png,[0.4359737  0.56402636]
304,/data3/TEST/A,A_157rg8p4.png,[9.9999964e-01 3.9285700e-07]
305,/data3/TEST/A,A_15bd1yuk.png,[0.00600175 0.9939983 ]
306,/data3/TEST/A,A_15dcurkz.png,[0.6554384 0.3445616]
307,/data3/TEST/A,A_15elfp7u.png,[0.00903646 0.99096346]
308,/data3/TEST/A,A_15lzpi18.png,[2.2559453e-07 9.9999976e-01]
309,/data3/TEST/A,A_15m3kq0v.png,[9.9991727e-01 8.2689803e-05]
310,/data3/TEST/A,A_15thc6me.png,[4.59131e-09 1.00000e+00]
311,/data3/TEST/A,A_16bntnvy.png,[0.49527785 0.5047222 ]
312,/data3/TEST/A,A_16e2hy9j.png,[0.9941292  0.00587084]
313,/data3/TEST/A,A_16e8zfok.png,[1.8786066e-04 9.9981219e-01]
314,/data3/TEST/A,A_16fp8123.png,[0.98810476 0.0118953 ]
315,/data3/TEST/A,A_16mljrgm.png,[0.3235129 0.6764871]
316,/data3/TEST/A,A_16t9h39r.png,[9.999994e-01 6.009883e-07]
317,/data3/TEST/A,A_16w4ktar.png,[2.1821272e-04 9.9978179e-01]
318,/data3/TEST/A,A_16y7x61m.png,[0.9911776  0.00882233]
319,/data3/TEST/A,A_173ea86g.png,[0.94787633 0.05212364]
320,/data3/TEST/A,A_179nuwet.png,[0.00920652 0.9907934 ]
321,/data3/TEST/A,A_17ckjo5u.png,[0.3679878 0.6320122]
322,/data3/TEST/A,A_17i8duov.png,[3.1042326e-08 1.0000000e+00]
323,/data3/TEST/A,A_17kuiy4e.png,[9.999943e-01 5.670504e-06]
324,/data3/TEST/A,A_17t1ny8c.png,[0.04919466 0.95080537]
325,/data3/TEST/A,A_183cxnh1.png,[0.02349094 0.97650903]
326,/data3/TEST/A,A_185kbg1l.png,[3.4788705e-08 1.0000000e+00]
327,/data3/TEST/A,A_189idprp.png,[0.9978376  0.00216243]
328,/data3/TEST/A,A_18ifsg81.png,[9.9997509e-01 2.4958566e-05]
329,/data3/TEST/A,A_18j37aj8.png,[0.9963812  0.00361883]
330,/data3/TEST/A,A_18no33wy.png,[5.4759207e-06 9.9999452e-01]
331,/data3/TEST/A,A_18v07wvb.png,[0.27367553 0.72632444]
332,/data3/TEST/A,A_18yaxuf9.png,[0.10920563 0.8907944 ]
333,/data3/TEST/A,A_18ysau98.png,[3.6501832e-04 9.9963498e-01]
334,/data3/TEST/A,A_190k8buv.png,[4.0514715e-07 9.9999964e-01]
335,/data3/TEST/A,A_193tx3xh.png,[6.5021066e-10 1.0000000e+00]
336,/data3/TEST/A,A_196egr0d.png,[0.9983553  0.00164462]
337,/data3/TEST/A,A_19ecl0w3.png,[0.9888798  0.01112024]
338,/data3/TEST/A,A_19f77m9g.png,[9.9975950e-01 2.4048895e-04]
339,/data3/TEST/A,A_19itttvi.png,[9.9978632e-01 2.1372733e-04]
340,/data3/TEST/A,A_19nkveo9.png,[0.99895275 0.00104726]
341,/data3/TEST/A,A_19v34oxh.png,[0.97394675 0.02605327]
